Device,ReviewText,SubmissionTime,Title,UserNickname
Samsung Galaxy s793,i bought it a week ago outstanding,11/30/2016,great phone,chaps1958
Samsung Galaxy s794,I bought this last month and I love it if can call on wifi and charge wordlessly,11/30/2016,great features,Jake100
Samsung Galaxy s795,"What a great upgrade from my trusty S3! I love the speed and ability to use more apps. The camera is great, my first pix are beautiful.",11/30/2016,Excellent speed and nice display,desertgal123
Samsung Galaxy s796,From one to 10 its a 10 I love it,11/30/2016,The phone the  Great,Pr 2
Samsung Galaxy s797,Wish I had purchased it sooner.,11/29/2016,It was a relatively easy transition from my previous phone and is much better!,DJDII
Samsung Galaxy s798,Upgraded from a Galaxy s5.  Considered switching to the Pixel but didn't like that the Pixel wasn't waterproof.  I also like that I can get free radio on the Galaxy which is not supported currently on the Pixel.  Response is nearly instantaneous.  It does get very warm while using some features like the camera or apps like Snapchat filters.  Also gets quite warm while charging.,11/29/2016,Fast. Vibrant screen.,footfixer
Samsung Galaxy s799,"purchased from verizon store. loved the phone, even though all of my contacts did not transfer. i had to exchange the phone for another s7, the 4g was weak. got the replacement phone and works great.   great service from verizon, great phone from samsung",11/29/2016,love the galaxy s7,egmoon
Samsung Galaxy s800,"Love everything about the phone and it has been a very easy transition from my S4 to the S7. However, the thumbprint security is extremely frustrating!  It never seems to detect my print.  I have recorded and saved 4 different prints of my thumb in hopes that one of them will easily unlock my phone and I still sometimes get locked out.  Otherwise, all else is great!",11/30/2016,"Great features, colorful big screen, thumbprint security is annoying",NHTn
Samsung Galaxy s801,"Upon my upgrade being due - I went from a Galaxy 5 to a Google Pixel....I learned quickly it was a mistake. Thanks to Verizon's 14 day return policy I was able to get the Galaxy S7. I am so happy I did, it was just an upgraded, faster and better version of my old Galaxy phone! The rose gold color is so pretty. I truly love this phone!",11/28/2016,"Quick, great camera, easy to use!",katchckn
Samsung Galaxy s802,Just got a new Galaxy S7 and love it. The phone has a lot of features. The camera takes amazing pictures. My daughter has the same phone and we video chat. Love that.,11/28/2016,New phone,Leo106
Samsung Galaxy s803,"It has all of the ""bells and whistles"" I expected and more!!",11/28/2016,Awesome upgrade from the S4,Blynnd63
Samsung Galaxy s804,"I love my new Samsung Galaxy 7 Edge!  The large screen, great sound quality and long battery life made the transition a smooth one.",11/28/2016,My New Phone Rocks!,ESLTeach2017
Samsung Galaxy s805,glad that I upgraded to S7 .Features are really nice and this is agreat phone.,11/28/2016,good features and phone is easy to use,Mas64
Samsung Galaxy s806,"Upgraded from an old Galaxy S3 to this wonderful S7.  Wow, what a difference!  The software interface is amazing and very functional.  The phone's hardware is very snappy and quick to respond.  I love the fingerprint sensor to unlock from a suspended state.  Very awesome phone, would recommend to anyone looking to upgrade from an older android smartphone.",11/28/2016,Very nice features and fast,Tarheel1111111111111
Samsung Galaxy s807,I go this phone a  few days ago and so far I love it. Charges fast. It will take me a few to get used to it.,11/28/2016,Love it,Bubbles68
Samsung Galaxy s808,Had a s5 like the s7,11/28/2016,Great,Pj2269
Samsung Galaxy s809,Have had it about 3 months,11/28/2016,Samsung s7 edge,Bushroseldawn
Samsung Galaxy s810,Speedy and quick to recharge,11/28/2016,Speedy,Rooster999989
Samsung Galaxy s811,reliable phone with many upgraded features. only drawback i could see is the screen lock system for security but there are 2 sides of the fence there. you want great security or easy access. other than that am very pleased.,11/28/2016,excellent phone,rickymatney1969
Samsung Galaxy s812,I love how it's so simple to use yet it is really smart and sophisticated. The battery life is my favorite and the waterproof add on was just the perfect way to go. Definitely recommend.,11/28/2016,Great battery life. Lots of new options!,Michelebelle
Samsung Galaxy s813,"I switched to my Galaxy s7 from a windows phone, and am very pleased with the ease of transition. I'm totally enjoying the features and the looks.",11/27/2016,Love the Galaxy s7!,Steve Penner
Samsung Galaxy s814,So far so good. Only been a couple weeks,11/28/2016,Rating,Heathboy
Samsung Galaxy s815,It's so simple to use and has a ton of great apps! And swype text is so great!,11/26/2016,Great phone!,Juscon
Samsung Galaxy s816,"Glad I made the switch - newer, quicker, similar",11/26/2016,Nice Sleek Design - EASY transition from S5 to S7,Sookie2
Samsung Galaxy s817,I  really the look of the phone and has good battery life.,11/28/2016,Great phone,Marinemajor
Samsung Galaxy s818,"does way more than I really need (talk, text, gps, email) too bad the battery life is short",11/26/2016,nice phone,Highridge Drifter
Samsung Galaxy s819,I had had my Galaxy note 2 for five years...always faithful - but some lacking points - so am very happy with this new phone..bright clearer - AMAZING PHOTO DETAILS AMAZING!,11/27/2016,Nice step up..long over due,Tedexlumber
Samsung Galaxy s820,"Previous phone was a Galaxy s5, excellent phone which I didn't want to change, but found it necessary to do so. So glad I did. The s7 is even better than the s5 -- sleek in design, easy to handle and very intuitive to use.",11/25/2016,Love this phone,JudyGirl
Samsung Galaxy s821,"Loving the phone so far. Battery life is good, volume is good even in a lifeproof case. Above and beyond what I expected out of the phone.",11/25/2016,Great overall phone,Josh11199
Samsung Galaxy s822,I bought this phone about a week ago and love it.,11/27/2016,Great easy to understand great features that make it stand above the rest.,Aubrey66
Samsung Galaxy s823,Best phone ever owned.  Phone is solidly built.  BMW of Android phones.,11/27/2016,Solidly built phone,johnalamo
Samsung Galaxy s824,I have had this phone little over a week. I absolutely love it.,11/25/2016,Galaxy s7,Serianna
Samsung Galaxy s825,I have had no problems and have really liked the S7 so far.  I like Samsung and quality I get with the Galaxy phones.,11/24/2016,Love the phone,BAC00
Samsung Galaxy s826,"I not only switched carriers recently, I also switched phones. My old phone, the LG G4, was horrible and draining the battery. Part of that being is that Facebook came pre-loaded on my phone with no way of taking it off. My new phone doesn't come with FB on it, and thus my battery is lasting that much longer. The phone is light. It's beautiful. And it's exactly what I wanted.",11/24/2016,Absolutely perfect,jwrosas
Samsung Galaxy s827,"I've had the G S 7 a bit more than a week, and it's been good.  Transfer done by Verizon store was OK, and I was able to complete the transfer of all my files within the next two days myself, including the transfer of all of my apps.",11/24/2016,Easy transition,Prevents completion
Samsung Galaxy s828,I love it! My phone is awesome.,11/25/2016,Sweet,Tomas Parham
Samsung Galaxy s829,Quick phone easy to use charges quickly and holds a charge well,11/27/2016,Great phone the salesperson at Costco transfered all my files over for me.,Phoneveri89
Samsung Galaxy s830,This phone is really easy to use. Love all the features it has. I had it for 1 week and can not imagine having any other phone.,11/21/2016,Easy to transfer data to new phone,Stopthisnoncence
Samsung Galaxy s831,Switched from a rather old Blackberry phone because I wanted to be able to use all the aps available.  To get a fully phone experience.  I got it in the S7.  Love it.,11/21/2016,My first Android phone,Ev from Everett
Samsung Galaxy s832,"My trust SIII finally croaked after four years of daily usage and abuse, prompting me to finally upgrade my phone to Samsung's newest offering. I'm quite pleased with it, the interface is just as intuitive as my previous phone, my preferred apps all work with the new phone, and the battery easily lasts me two days or more. Great storage space, very nice camera, good sound quality, and phone calls have been satisfactory. All in all, very pleased with the device and looking forward to trying to best the SIII's four year run.",11/25/2016,Upgrade well worth it.,EllieSM14
Samsung Galaxy s833,"Great, highly recommend the Samsung Galaxy S7",11/21/2016,Everything I expected and more.,Happymadman
Samsung Galaxy s834,"I had a Lumia Icon, which I dropped and smashed the screen. I loved the Windows 10 user interface, but not the lack of apps. I don't like iPhones, but do like the iPhone 5SE for its size. I picked the Galaxy S7 because it had all the features I like. I especially like all the apps I can download. What I don't like is all the Samsung and Verizon apps and the keyboard is not as nice as the Windows phone. I really like the phone though. It is very responsive.",11/21/2016,Nice phone,BobsterMN
Samsung Galaxy s835,1st time user. Easy to learn.,11/20/2016,Great,New to Technology
Samsung Galaxy s836,Great phone easy to use,11/20/2016,Great,Jchatta
Samsung Galaxy s837,"I went from an S6 edge to this new S7.  The transition was seamless and this phone is absolutely glitch free.  It loads fast,  and the amoled display is the best in the business,  period.  Good battery life,  water resistant,  lots of storage.  Definitely a best buy for me.",11/20/2016,Awesome phone!  AAA+++,LyleG
Samsung Galaxy s838,"I love this phone. The display is clear and bright. The fingerprint sensor unlocks the phone nearly instantly. Battery life is good and it charges quickly when it needs charging. It's also nice to have good protection against water. Only 32 GB storage, but I added a 64GB card so I have plenty of space for photos and everything else.",11/20/2016,"Great display, fast charging, quick fingerprint unlock",roy123
Samsung Galaxy s839,I have had a Samsung Galaxy since they first started making them. I Iike the ease of use and how they remain consistent. The S7 is the same. That's why I stick with Samsung,11/20/2016,Easy to use,crcjg
Samsung Galaxy s840,"I upgraded from an S5 to the S7.  Much of it is the same, which I really like because it lessens the learning curve.  I have to say that the camera does a fantastic job.  I used it to take some scenic pics and used the HDR feature.  Several of the photos looked like they could have been paintings!  (I've attached one of them so you can see what I'm talking about.)",11/20/2016,Great Phone!,Birdieraye
Samsung Galaxy s841,I am happy with my choice.,11/19/2016,Great features. Was easy to transition,Jstrickland
Samsung Galaxy s842,Bought it 1 week ago,11/19/2016,Great,Ktbu
Samsung Galaxy s843,"I bought this phone this phone a few weeks ago, enjoying the change in phones.",11/19/2016,I am happy with the switch from a apple smart phone.,CarmalitaDH
Samsung Galaxy s844,"Replacement of same phone, as I had this phone and replaced with same!!",11/19/2016,"Great phone, sleek design",Lusem71
Samsung Galaxy s845,Phone is great! Only problem I have is that some sort of sync was turned on the moment I got the phone and almost all my data for November was used.,11/19/2016,Robert Swartz,Rswa75
Samsung Galaxy s846,"I upgraded a week ago and am very happy with the phone.  The upgraded features make the transition from a Samsung Galaxy S5 fun.
The only downside is that I wish the battery had more of an extended battery performance.",11/18/2016,Great style,Linda J R
Samsung Galaxy s847,Great phone love Samsung,11/18/2016,Great phone,Buckeyeguy8416
Samsung Galaxy s848,so happy with the Samsung 7,11/18/2016,love my new phone,bchgirl42
Samsung Galaxy s849,Completely satisfied,11/18/2016,"Awesome,  everything and more than I expected",Kingfiend420
Samsung Galaxy s850,"Great camera, much improved in all aspects compared to my S5",11/18/2016,Galaxy S7,Dhagjr
Samsung Galaxy s851,"I bought phone for my daughter and she loves it! The picture quality and battery life, has definitely been her favorite features.",11/18/2016,Totally Amazing,Froggy315
Samsung Galaxy s852,"I just upgraded from the Samsung Galaxy S5.  This is the best phone I've ever had. It's so easy to transfer all data, contacts and settings! What a dream of a phone to talk on.  I can hear everything people are saying now with HD voice built in.  This phone is so easy to use.  I also bought the Samsung Wireless Charging Stand and I love it as well.  Thank you Samsung for the most outstanding phone I've ever owned.  I will recommend it to all my friends and family!",11/18/2016,Greatest Phone Ever!,Miss Lead
Samsung Galaxy s853,"Love it!! So easy to use, love the picture quality",11/17/2016,Easy to transition from iphone,Lindystarr
Samsung Galaxy s854,Love the phone and deal Verizon gave me.,11/17/2016,Great features,Montana51
Samsung Galaxy s855,"I've had the s7 for about 2 weeks and I love it.  I upgraded from an s4 and although there is a slight learning curve to some features and apps, for the most part it is very similar
A lot faster though and the picture quality is great.  Brighter, clearer screen too.  Even though there's not a lot of difference in size, the screen seems so much bigger.  Perhaps it's just the clear picture.  
The ring tones and alerts are much louder too as well as the speaker which has been moved to the bottom of the phone instead of the top.",11/17/2016,Love the camera.  Great resolution on the screen.,Nanatommc
Samsung Galaxy s856,Camera takes excellent pictures. Enjoying the features.,11/17/2016,Great camera!,DBL7
Samsung Galaxy s857,"I love the phone and the transfer of files and apps from my Galaxy S5 was easy and worked excellently.  The transition was the easiest that I have ever experienced, using  Samsung's file transfer system.",11/17/2016,"Great phone, transition from existing phone was excellent.",uniquenamethatismeaningle
Samsung Galaxy s858,we bought 2 phones beginning of Oct and are very happy with them.,11/17/2016,great phone!,szebra67
Samsung Galaxy s859,I'm so glad that my husband chose the S7 as his first smart phone! All of the Galaxy phones are very similar so where he had played on my Note 5 and S3 he hasn't had much trouble at all. So thankful he likes it!,11/16/2016,My husbands first smart phone,CRNew
Samsung Galaxy s860,I was tired of constantly having to adjust the memory on my old Galaxy 5. This one is compact with double the storage and speed,11/15/2016,Great upgrade to the old phone,ffmike329
Samsung Galaxy s861,This phone is easy to use and works great so far,11/15/2016,New Galaxy,MsHayes40
Samsung Galaxy s862,"Love love love this galaxy s7! Way better display, camera, functionso and all around better than the previous galaxies. I've had s4 through s7 and this is by far the best yet!",11/14/2016,Perfection,NGraceKoch
Samsung Galaxy s863,It's a galaxy need I say more,11/18/2016,Great phone with great features. As always easy to use.,Rm33284
Samsung Galaxy s864,Love how smoothly this phone runs,11/13/2016,Absolutely love everything about it,Sarah20
Samsung Galaxy s865,I upgraded from the s4 to the s7 and love the improvements!,11/13/2016,I love my upgrade!,MissCorey
Samsung Galaxy s866,Best decision I have ever made was getting my galaxy S7,11/13/2016,"Great features, Great and clear pictures and screen",Broly
Samsung Galaxy s867,"I've had this phone a little over a week now. Had a iPhone before, about the last 5 years. And upgrading to a galexy was scary but the sales lady helped a lot and it's been easy!",11/12/2016,Really great going from iPhone to galexy,Abennings
Samsung Galaxy s868,Nice phone. Good camera. Expandable memory. Good price.,11/12/2016,Great,1010mike
Samsung Galaxy s869,S7 is great just accept this review,11/12/2016,As expected,Ravenruss
Samsung Galaxy s870,"I received this phone a few weeks ago, I love that I can toggle back and forth between multiple apps with ease.",11/12/2016,Great Phone,Sammi333
Samsung Galaxy s871,Easy to navigate and it's so fun costumize.,11/12/2016,It's so fun to use,Brequin93
Samsung Galaxy s872,My phone is my life I travel a lot and it keeps me in touch. I've had the iPhone 6 and LG and Droid nothing beat this phone,11/12/2016,Great,cmarthers95
Samsung Galaxy s873,Purchased phone two weeks ago. Really like it.,11/12/2016,Great Features,IBJOHNSON
Samsung Galaxy s874,Love the Samsung product and my son has the Edge and is very happy with it too!,11/12/2016,It's similar to the S5 which I had for over 2 years and loved that one.,BabciNH
Samsung Galaxy s875,Very similar to S5 very easy transition,11/11/2016,S7 first month,John14fan
Samsung Galaxy s876,I recently got this phone a few weeks ago I had switched from the edge to this one and I can say I kinda like this one more,11/11/2016,9512297011,L9ves
Samsung Galaxy s877,"I upgraded from the Samsung S5, so it was a very easy transition. I like how I was able to use the USB connector to transfer files/apps from my old phone to my new phone.",11/11/2016,Great,dolphinlover8005
Samsung Galaxy s878,"Upgraded from S5 to S7
I loved my S5 for the 2+ years I used it but it was time to upgrade.
Couldn't be more happy with the S7. I don't know what they did to make it possible but it's a power saving monster. It sips power rather than gulping like the S5 did. 
It's fast. I like the new features. Overall, it's a great, great phone.",11/11/2016,Barely sips power,daddinessmonster
Samsung Galaxy s879,This phone is very fast opening and closing apps. And use of the internet. Feels like a very sturdy phone and waterproof!!,11/10/2016,Easy transition. Super fast!,SOUTHSOX24
Samsung Galaxy s880,Great phone easy use,11/10/2016,Great phone,Ifancy
Samsung Galaxy s881,I have had my phone for a little more than one week.  This is my first smart phone.  I transitioned from a slider type phone.  The Galaxy S7 is very user friendly with a great battery life.,11/10/2016,Great phone.  Very user friendly for first time smart phone user.,MJ_Janey
Samsung Galaxy s882,"I ordered it online as a ""One Up"" from my Samsung Galaxy S6. It was super easy to do, inexpensive, and the staff was very helpful and friendly. The transfer from my old phone to the Samsung Galaxy S7 was seamless, and I feel like I didn't miss a thing! I love the camera on the S7 - it's much better than any previous versions of the Galaxy that I've had. I really like that they kept a great style and resolution on the phone. The audio is great, especially with headphones in! I use my phone for everything. Email, camera, music, Instagram... it does everything I need it to without any problems!",11/10/2016,Awesome phone!,innerwildchild86
Samsung Galaxy s883,Great phone. Easy to use,11/9/2016,"Great features, easy transfer",Big O
Samsung Galaxy s884,Got it on Halloween.  Love it,11/9/2016,Great phone,Mrs Lee
Samsung Galaxy s885,"Great screen size, and the internals are what stun.  We have 4 gigs of RAM (which allows greater multitasking) 820 processing power and an on board gaming card.  Love it.",11/8/2016,Perfect,Gr33nCr33p3r
Samsung Galaxy s886,"I love the phone, good size, it has everything I need and more",11/7/2016,Easy transition,Redsoxfan12
Samsung Galaxy s887,I only bought it a week ago. Still settting it up. It is very responsive. The screen is clear and detailed. The camera produced beautiful pictures,11/7/2016,A great Phone,BobinPrescott
Samsung Galaxy s888,Has me really excited for what's in store for the S8!,11/7/2016,Love Samsung phones,Fraziernation
Samsung Galaxy s889,"A little different than my Galaxy S4 so it took a few days to get used to.  But very nice operation, very clear screen, and a nice camera.",11/7/2016,Good features and easy to use.,Steve R
Samsung Galaxy s890,I like the phone but not the screen protector! Doesn't cover the whole screen.,11/7/2016,User friendly!,tinytmarine
Samsung Galaxy s891,Purchased phone two months ago. Great product,11/7/2016,This was quite an improvement over the Galaxy S5.,Pfged
Samsung Galaxy s892,Certain a step up from my old Galaxy S4 Mini.  I keep my phones as long as possible if even they are 2-3 years behind the most current model.,11/7/2016,Rating Samsung Galaxy S7,Spoiled Rotten
Samsung Galaxy s893,This phone is sick !,11/7/2016,"Nice phone, good service",My kids
Samsung Galaxy s894,I bought  this phone and it was so hard to part with my Note 2 which was old but it was the best decision  I made. I love my new phone.,11/6/2016,Great phone!!!,Sistersmith
Samsung Galaxy s895,Great phones easy transition from my galaxy s5,11/6/2016,Great,Chyanne
Samsung Galaxy s896,"Best phone yet, very happy",11/5/2016,Performance,Mcyr79
Samsung Galaxy s897,I purchased this phone just two weeks ago & I am very happy with the design and the features that are on this phone.  I overall love it.,11/4/2016,Excellent instructions of the use for the Samsung Galazxy S7,nolia
Samsung Galaxy s898,I have had this phone for a few weeks and love everything about it.  The transition from my galaxy s5 was so simple and everything was transferred right over.  I didn't have to set up anything.  My favorite feature is the camera.  This phone takes amazing picture from both sides of the phone.  I love that this phone isn't any bigger than the s5.  I don't have anything bad to say about this phone so far.,11/4/2016,Love This Phone!,Tash151515
Samsung Galaxy s899,Very happy with my new phone. Samsung Galaxy s7,11/4/2016,The phone I have ever had!,Phleb1950
Samsung Galaxy s900,Have had this for over a month and I am very pleased with phone,11/4/2016,Very happy with awesome s7,Jon47
Samsung Galaxy s901,I bought my phone last week and I love it easy to use and it takes great pictures,11/3/2016,Great phone,Ogre30117
Samsung Galaxy s902,"I upgraded from an S5 to an S7. With minor exceptions, this iteration is a nice improvement.",11/3/2016,Nice upgrade,Bobby M
Samsung Galaxy s903,Fast.  Easy transition from my old Android.  The screen is so crisp even old eyes can see well!  The always on display is handy and the battery consumption very reasonable.,11/3/2016,beautiful and fast,fct1
Samsung Galaxy s904,"I just bought this phone about two weeks ago. I LOVE IT! I have  upgraded  from a Galaxy 4; this phone does so much more. Much better battery,  better camera which takes great pictures in  low light as advertised. Faster processor. Love the HD and Wi-Fi calling features; in my workplace, I have a very low mobile signal, and so this feature helps me now to receive all of my  calls and talk to 
people clearly. I wish that I had upgraded sooner.",11/3/2016,Love this phone!,Braskamyrna
Samsung Galaxy s905,"This is a great phone. It can doo all you want, and more! There is no better",11/3/2016,Great S7,RJRDC
Samsung Galaxy s906,"I love my phone with the exception of the alarm! My S4 would let me swipe left to snooze and swipe right to cancel.  The alarm on the S7 has a tiny button to push to snooze and the big red slide to cancel.  It's taking alot to get use to that feature.  Other than that, the phone is great! It charges really fast and I love how quick everything is!",11/3/2016,Love the Phone,kcjo25
Samsung Galaxy s907,Best yet!  I am happy to own an S7 and like to show it off to my friends.,11/3/2016,Easy transition,rftwredlite2
Samsung Galaxy s908,"I've had it 3 weeks and I love it.  It's fast, has great features. This is my favorite phone to date. I'm so happy I purchased it.",11/2/2016,Love this phone!,Marcew
Samsung Galaxy s909,"I am enjoying the ""Go Google"" feature.  So far, I am learning to use all the features and understand why kids are so devoted to this technology",11/2/2016,Wow.  Great Phone,piano99999
Samsung Galaxy s910,"I bought this 2 weeks ago after returning my Pixel. The images in Pixel are poor compared to the S7. Pictures taken in low light were grainy. Zoom is very limited, could only zoom to half of screen size vs S7 which is full screen and more. Just got back from WY and the S7 pics are all amazing! It has so many options to adjust for any light level. Easy to use. The phone is fantastic. I have an S5 before this. My only regret is that the camera had 16mp like my S5, not 12mp. 
I am so glad to have returned the Pixel. Samsung has done it again!",11/2/2016,S7 vs Pixel,Dmb5
Samsung Galaxy s911,"Bought this 2 weeks ago, was an easy transfer from my s5. But is you are switching from apple it will take you a while to get use to it.",11/2/2016,Was an easy transition from my s5.,Almeida2
Samsung Galaxy s912,"I was a little hesitant about going from a Note 4 to a smaller Galaxy S7. I'm glad I did it because I love it! Easy to text with one hand, it's cuter. The only thing I miss is the S pen, but the pros definitely outweigh the cons.",11/2/2016,Great features. Very fun,Janelle23
Samsung Galaxy s913,Just got it and I enjoy it so much,11/1/2016,Easy to use I love my S7,Sammypeach
Samsung Galaxy s914,"I bought this phone less than two weeks ago. It works fine. I do lose my play lists in the Amazon media player when I restart the phone. I did have trouble with ordering. I went online to order for in store pickup. The order got stuck in the system. Five hours later, I had to visit the store to get the order released. Very frustrating.I took the phone home to activate it. I live in a dead zone. I was told, by an employee, that only a good Wi-Fi signal was needed to activate. That is wrong. I had to return to the store to get it activated. Very frustrating. The in store manager was helpful, professional and great help. She made sure I walked away completely satisfied. The lesson I learned was ALWAYS activate at the store.",11/2/2016,Good phone,None of the above
Samsung Galaxy s915,"Love the phone, tons of features.... still discovering them",11/1/2016,Great phone!,Nessy808
Samsung Galaxy s916,Upgraded from S5 and love the new speed!,11/1/2016,New galaxy s7,MommyO1958
Samsung Galaxy s917,"easy transition from old phone, love the features",11/1/2016,easy and family liked it,Candy70
Samsung Galaxy s918,I bought this Samsung Galaxy 7 and I am very satisfied.,11/1/2016,Nice and easy to use,Jolo1165
Samsung Galaxy s919,The phone performs great.,11/1/2016,Quick,Ferretislife3
Samsung Galaxy s920,Love phone themes. Also like the ability to respond to texts in other apps.,10/31/2016,Does everything great!,daviladk
Samsung Galaxy s921,Very glad I upgraded. So much more to be able to do on it.,10/30/2016,Fabulous,Kelvin14
Samsung Galaxy s922,Old phone was stolen.  Galaxy S7 was very easy to learn the new features.  Sales rep was a great help when I could not find the feature options in the old locations.,10/30/2016,Great replacement phone.  Very easy to transition from old phone,Joseit1234
Samsung Galaxy s923,Sooo much better then an iphone.. haha,10/30/2016,Love it,Jsully9
Samsung Galaxy s924,"Upgraded from the S3 last week, and so far it's great. It's a huge improvement, but I am coming from a very old phone. It's a lot faster, the battery life is good, and the camera is amazing.",10/30/2016,Huge Device Improvement,apd11
Samsung Galaxy s925,"Recently upgraded from a Galaxy 5 to the 7. Although they are similar, it seems they have improved speed and quality. I like the exterior design a lot better as well. Happier than I thought I would be! Exceeded my expectations.",10/30/2016,Love it!,Amkrank
Samsung Galaxy s926,Have had it a week easy,10/30/2016,nice and easy to get around,smurfs papa
Samsung Galaxy s927,great phone easy to use,10/30/2016,easy to use,sssmith2003
Samsung Galaxy s928,"We've had the phone for over a week and it's outstanding. We added an ArmorSuit screen protector and Caseology leather case for style and protection. It's as near perfect as can be. It does draw fingerprints, but not an issue now with the protection. It should also have a front flash for better selfies but oh well, still worth 5 stars.",10/30/2016,Fantastic as expected,CurtisFLL
Samsung Galaxy s929,Great phone getting another one soon,10/30/2016,Samsung galaxy s7,MissSilly
Samsung Galaxy s930,"Was happy with S5 but delighted to have the S7.  All the ""rough"" edges have been eliminated and the functions and apps seem to run even smoother.  Good battery time.",10/29/2016,Smooth transition from S5 to S7 -- Slick upgrade,Captain Spud
Samsung Galaxy s931,Bought a week ago and it works great.,10/29/2016,Love it and the features,Mhileman
Samsung Galaxy s932,Was amazed how smoothly the transition and data transfer occurred.,10/29/2016,Easy upgrade!,Lovelikechocolate
Samsung Galaxy s933,"I went from an s4 to am s7 and the transfer was so simple. The basic functions remained the same, and the new features like the fingerprint to unlock it is so easy. More memory along with the memory of my Sim card has made the speed of 4g lte has made it really fast. I am now all to use android pay and I don't have to hardly ever take out my debit card. Just so many conveniences had made me really happy.  I love it.",10/29/2016,Wonderful!!!,JamieRP
Samsung Galaxy s934,Very happy with my new S7,10/29/2016,Was easy to transition from my S4 to the S7.,Gina73
Samsung Galaxy s935,"I resisted upgrading my old feature phone for almost 10 years since I mostly just use it to make & receive calls & texts, but as a result also carry a tablet  and a small point & shoot camera. This phone has replaced all with vastly superior capability! Very happy and satisfied with my choice. Only problem now requires increased mobile data plan usage and increased costs!",10/29/2016,My all around device for everything!,Nukmedman
Samsung Galaxy s936,This is my first smartphone after having a flip phone for 11 yrs.  The Samsung S7 is everything I expected it to be and then a whole bunch more.  I can't imagine having any other brand or model of a smart phone.,10/29/2016,"1st Smartphone, after 11yrs of FlipPhone",Tumbl97weed
Samsung Galaxy s937,Very nice phone! Battery life is better than expected. This replaced a galaxy s4. Easy transition. Call sound is very good.  Nice fit in my hand. Very pleased so far.,10/28/2016,Great phone!,RobinP63
Samsung Galaxy s938,Exceeds my expectations,10/28/2016,Awesome,Bjamerson
Samsung Galaxy s939,bought this samsung because i had this type before. Great camera and amny features,10/28/2016,light weight and easy to use,gov2
Samsung Galaxy s940,"not the center point of my life, I play with it as time allows",10/28/2016,"still learning, switching from a flip phone",Vlad2
Samsung Galaxy s941,"I've had the Samsung Galaxy S4 mini for 4+ years and was apprehensive to upgrade due to pricing and the inconvenience of having to move information and reconfigure the new device to my liking, but it was surprisingly easy to transition to my new Samsung Galaxy S7.",10/28/2016,Refreshing & seamless transition to new phone,Cindika
Samsung Galaxy s942,Just bought this and it is a very nice phone with great features.,10/28/2016,Thumbs up,PrimalMoose
Samsung Galaxy s943,I replaced my iPhone 5c with a Galaxy S7 and it is so easy to use! Love Android and Google Chrome features,10/27/2016,Love the features,Jtuttletedder
Samsung Galaxy s944,"Nice size, recommend",10/27/2016,"Very fast, good features",Jatay
Samsung Galaxy s945,Had to get this phone the other day because my wife's Galaxy S6 broke. Overall it appears to be identical to the S6 except it does not appear to be any sturdier. She cracked the screen 2 days after we bought it.,10/27/2016,Great Phone,Nick G
Samsung Galaxy s946,Love the Samsung Galaxy S7 but the glass screen protector from Verizon Wireless doesn't seem to fit on the screen all the way. The edges won't stay on...don't know how to explain it. Plus...battery life could be better. Battery drains a little too fast...even with it on standby.,10/27/2016,Best phone I've ever owned,Goober19777
Samsung Galaxy s947,"Only had this a week or so, replacing a Galaxy S4. This battery lasts so much longer.I haven't had time to check out all the features yet.",10/27/2016,Great battery,kathyretired
Samsung Galaxy s948,I've had my new phone since Oct.18th and I love it. Pictures are awesome.,10/26/2016,I love my new phone. Absolutely easy to use,Nita Fowler cobb
Samsung Galaxy s949,"Needed to upgrade, glad I did.",10/26/2016,Hi,Dwaynesgirl
Samsung Galaxy s950,I bought this phone a week ago I'm very happy with it,10/26/2016,Great features,Shaungrove69
Samsung Galaxy s951,Good phone. Works good,10/26/2016,Good,Dillonkashula
Samsung Galaxy s952,I had to get a new plan due to a petty ex. And Verizon took care of me the same day and set me up with great deals and a new plan and u absolutely love it.,10/26/2016,Phone rating,Leeches
Samsung Galaxy s953,"So far, so good. I got this phone to replace a Galaxy S4 mini. Not much of a learning curve to this phone. Awesome camera! Fast charger is really quick and battery lasts long. As long as it doesn'the go up in flames, I'm happy with my purchase.",10/26/2016,Great phone!,Piglet907
Samsung Galaxy s954,Great phone! As easy to use as my previous one. Has easy to use and access widgets. Love the added memory.,10/26/2016,So glad I upgraded!,Arnie88
Samsung Galaxy s955,"I bought this phone a few weeks ago and, so far, I'm glad I did.",10/26/2016,Galaxy S7,ClemC
Samsung Galaxy s956,Had to replace my dumb phone (probably the last person on the planet to have one) and my wife's work required her to also.  This phone is easy for both of us to work with having to step up to the smart world.  So we each got the Samsung Galaxy S7 and could'nt be happier two weeks in.,10/26/2016,Sumnung 7 iphone is the best,Tomroddey
Samsung Galaxy s957,Very fast speeds. The cameras are great.,10/26/2016,Great Phone,Britterz92
Samsung Galaxy s958,Great quality phone!,10/26/2016,Awesome phone!,Nona59
Samsung Galaxy s959,Love the s7. Previously had the s6 Edge plus. Honestly I didn't like the edge feature at all. It looked nice but that's about it. Not worth the extra money for me. The s7 has an absolutely  incredible display and I couldn't be happier with it. As far as size I find it perfect .... not too big and not too small. Highly recommend this phone. I ALMOST thought of switching back to an iPhone. Sooooooooo happy I didn't!! This phone is awesome.,10/26/2016,Perfect size for me,Suemad
